cdscod,cds,year,adcod,ad,num_iscritti,num_sup,ratio
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2016,E1501N005,"[E1501N005] SOCIOLOGIA GENERALE",107,84,78.5046728971963
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2016,E1501N082,"[E1501N082] ARCHEOLOGIA",147,131,89.1156462585034
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2016,E1501N007,"[E1501N007] LINGUA E TRADUZIONE INGLESE",1,1,100.0
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2016,E1501N009,"[E1501N009] SOCIOLOGIA DELLA CULTURA E DEL TEMPO LIBERO",1,1,100.0
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2016,E4001N053,"[E4001N053] ORGANIZZAZIONE E LAVORO",3,3,100.0
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2017,E1501N001,"[E1501N001] DIRITTO DEL TURISMO",202,113,55.9405940594059
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2017,E1501N065,"[E1501N065] ECONOMIA CULTURALE E AMBIENTALE",102,64,62.7450980392157
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2017,E1501N014,"[E1501N014] ECONOMIA DEL TURISMO",75,49,65.3333333333333
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2017,E1501N007,"[E1501N007] LINGUA E TRADUZIONE INGLESE",203,140,68.9655172413793
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2017,E1501N051,"[E1501N051] GEOGRAFIA DEL TURISMO",129,90,69.7674418604651
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2017,E1501N005,"[E1501N005] SOCIOLOGIA GENERALE",137,96,70.0729927007299
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2017,E1501N082,"[E1501N082] ARCHEOLOGIA",42,31,73.8095238095238
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2017,E1501N011,"[E1501N011] SOCIOLOGIA DEL TERRITORIO",108,93,86.1111111111111
E1501N,"[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE",2017,E1501N009,"[E1501N009] SOCIOLOGIA DELLA CULTURA E DEL TEMPO LIBERO",129,129,100.0
E1502N,"[E1502N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE (NETTUNO)",2017,E1501N080,"[E1501N080] MARKETING",1,1,100.0
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1601N050,"[E1601N050] LE ORGANIZZAZIONI COMPLESSE",1,0,0.0
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1601N049,"[E1601N049] ORDINAMENTO E DIRITTO REGIONALE",48,22,45.8333333333333
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1601N006,"[E1601N006] INGLESE",203,148,72.9064039408867
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1601N008,"[E1601N008] FONDAMENTI DI ORGANIZZAZIONE",4,3,75.0
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1601N043,"[E1601N043] RETI DI IMPRESE E TERRITORIO",72,55,76.3888888888889
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1601N017,"[E1601N017] DIRITTO DEL LAVORO",111,101,90.990990990991
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1601N010,"[E1601N010] INNOVAZIONE ORGANIZZATIVA",25,23,92.0
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1401A040,"[E1401A040] CRIMINOLOGIA",1,1,100.0
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1601N021,"[E1601N021] ANTROPOLOGIA ECONOMICA",1,1,100.0
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2016,E1601N034,"[E1601N034] MANAGEMENT DEI SERVIZI PUBBLICI E DELLE ORGANIZZAZIONI NO PROFIT",1,1,100.0
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2017,E1601N049,"[E1601N049] ORDINAMENTO E DIRITTO REGIONALE",142,73,51.4084507042254
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2017,E1601N006,"[E1601N006] INGLESE",159,86,54.0880503144654
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2017,E1601N043,"[E1601N043] RETI DI IMPRESE E TERRITORIO",44,24,54.5454545454545
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2017,E1601N008,"[E1601N008] FONDAMENTI DI ORGANIZZAZIONE",323,198,61.3003095975232
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2017,E1601N010,"[E1601N010] INNOVAZIONE ORGANIZZATIVA",87,64,73.5632183908046
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2017,E1601N017,"[E1601N017] DIRITTO DEL LAVORO",28,24,85.7142857142857
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2017,E1601N050,"[E1601N050] LE ORGANIZZAZIONI COMPLESSE",117,102,87.1794871794872
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2017,E1601N021,"[E1601N021] ANTROPOLOGIA ECONOMICA",98,89,90.8163265306122
E1601N,"[E1601N] SCIENZE DELL'ORGANIZZAZIONE",2017,E1601N034,"[E1601N034] MANAGEMENT DEI SERVIZI PUBBLICI E DELLE ORGANIZZAZIONI NO PROFIT",75,75,100.0
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2016,E1501N065,"[E1501N065] ECONOMIA CULTURALE E AMBIENTALE",6,3,50.0
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2016,E4001N053,"[E4001N053] ORGANIZZAZIONE E LAVORO",2,1,50.0
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2016,E1601N043,"[E1601N043] RETI DI IMPRESE E TERRITORIO",5,4,80.0
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E3301M145,"[E3301M145] BILANCIO",3,0,0.0
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E3301M155,"[E3301M155] CONTABILITA' DEGLI ENTI PUBBLICI",9,3,33.3333333333333
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E3301M190,"[E3301M190] ECONOMIA DEL MERCATO MOBILIARE",6,2,33.3333333333333
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E1801M039,"[E1801M039] STATISTICA I",330,117,35.4545454545455
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E1801M032,"[E1801M032] INFORMATICA GENERALE",408,145,35.5392156862745
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E2401P028,"[E2401P028] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI",2,1,50.0
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E2401P120,"[E2401P120] TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE",10,5,50.0
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E1501N065,"[E1501N065] ECONOMIA CULTURALE E AMBIENTALE",19,15,78.9473684210526
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E4001N053,"[E4001N053] ORGANIZZAZIONE E LAVORO",9,8,88.8888888888889
E1801M,"[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI",2017,E1601N043,"[E1601N043] RETI DI IMPRESE E TERRITORIO",3,3,100.0
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E3301M140,"[E3301M140] DIRITTO DEI TRASPORTI",2,0,0.0
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E3301M150,"[E3301M150] DIRITTO INTERNAZIONALE ED EUROPEO DELL'ECONOMIA",11,3,27.2727272727273
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E1802M007,"[E1802M007] RAGIONERIA GENERALE ED APPLICATA",496,189,38.1048387096774
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E1802M033,"[E1802M033] INFORMATICA GENERALE",183,70,38.2513661202186
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E1802M119,"[E1802M119] METODI STATISTICI PER L'AMMINISTRAZIONE DELLE IMPRESE",166,68,40.9638554216867
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E1802M125,"[E1802M125] TEORIA DEI CAMPIONI E SOFTWARE STATISTICI",2,1,50.0
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E3301M148,"[E3301M148] ECONOMIA,GESTIONE DELLE IMPRESE INDUSTRIALI E MARKETING",94,48,51.063829787234
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E3301M138,"[E3301M138] ECONOMIA E TECNICA DELLA COMUNICAZIONE AZIENDALE",36,19,52.7777777777778
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E1802M117,"[E1802M117] BILANCIO E ANALISI ECONOMICO FINANZIARIA",231,123,53.2467532467532
E1802M,"[E1802M] ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE",2017,E1802M126,"[E1802M126] DIRITTO DEL LAVORO",31,17,54.8387096774194
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,E3301M148,"[E3301M148] ECONOMIA,GESTIONE DELLE IMPRESE INDUSTRIALI E MARKETING",1,0,0.0
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,E1803M047,"[E1803M047] MATEMATICA GENERALE I",552,143,25.9057971014493
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,A5810050,"[A5810050] DIRITTO DEI MERCATI FINANZIARI",3,1,33.3333333333333
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,E1803M037,"[E1803M037] INFORMATICA GENERALE",147,49,33.3333333333333
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,E1803M041,"[E1803M041] STATISTICA I",317,121,38.1703470031546
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,E1803M058,"[E1803M058] LINGUA - FRANCESE",95,37,38.9473684210526
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,E2004P025,"[E2004P025] PSICOLOGIA ECONOMICA E DEL LAVORO",12,5,41.6666666666667
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,E1803M048,"[E1803M048] STATISTICA PER LA FINANZA",142,60,42.2535211267606
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,E1803M051,"[E1803M051] MATEMATICA PER LA FINANZA",275,132,48.0
E1803M,"[E1803M] ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI",2017,E1803M059,"[E1803M059] LINGUA- TEDESCO",22,11,50.0
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2016,E1901R096,"[E1901R096] TIROCINIO - INSERIMENTO NELLE ORGANIZZAZIONI",1,1,100.0
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2016,E1901R107,"[E1901R107] PEDAGOGIA DEL CORPO",1,1,100.0
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E1901R020,"[E1901R020] STORIA MODERNA",14,4,28.5714285714286
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E2001R027,"[E2001R027] ANTROPOLOGIA DELLA CONTEMPORANEITÀ",3,1,33.3333333333333
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E2401P029,"[E2401P029] TECNICHE DEL COLLOQUIO",3,1,33.3333333333333
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E1901R089,"[E1901R089] ESTETICA",8,3,37.5
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E1901R090,"[E1901R090] GEOGRAFIA CULTURALE",23,9,39.1304347826087
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E1901R037,"[E1901R037] METODOLOGIA DELLA FORMAZIONE",64,31,48.4375
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E2401P022,"[E2401P022] PSICOLOGIA DEL CICLO DI VITA",2,1,50.0
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E2401P032,"[E2401P032] COUNSELLING",2,1,50.0
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E1901R107,"[E1901R107] PEDAGOGIA DEL CORPO",526,368,69.9619771863118
E1901R,"[E1901R] SCIENZE DELL'EDUCAZIONE",2017,E1901R096,"[E1901R096] TIROCINIO - INSERIMENTO NELLE ORGANIZZAZIONI",500,471,94.2
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2016,E2001R004,"[E2001R004] ETNOLINGUISTICA",1,0,0.0
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2016,E2001R005,"[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE",2,2,100.0
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2016,E2001R014,"[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA",3,3,100.0
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2016,E4001N067,"[E4001N067] CULTURE, DIFFERENZE, CONFLITTI",1,1,100.0
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E1901R009,"[E1901R009] PEDAGOGIA DELL'INFANZIA",1,0,0.0
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E1901R021,"[E1901R021] STORIA CONTEMPORANEA",4,0,0.0
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E2004P004,"[E2004P004] PSICOLOGIA GENERALE PER LA COMUNICAZIONE",2,0,0.0
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E2401P103,"[E2401P103] PSICOPATOLOGIA GENERALE",2,0,0.0
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E2001R059,"[E2001R059] LINGUA GIAPPONESE II",52,12,23.0769230769231
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E2001R056,"[E2001R056] LINGUA CINESE II",11,3,27.2727272727273
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E2001R004,"[E2001R004] ETNOLINGUISTICA",262,136,51.9083969465649
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E2001R014,"[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA",193,149,77.2020725388601
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E2001R005,"[E2001R005] SOCIOLOGIA DELLA COMUNICAZIONE",182,141,77.4725274725275
E2001R,"[E2001R] COMUNICAZIONE INTERCULTURALE",2017,E4001N067,"[E4001N067] CULTURE, DIFFERENZE, CONFLITTI",43,43,100.0
